,Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Location ID,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Service ID,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Status ID,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Gender_label,Under 30_label,Senior Citizen_label,Married_label,Dependents_label,Referred a Friend_label,Offer_label,Phone Service_label,Multiple Lines_label,Internet Service_label,Internet Type_label,Online Security_label,Online Backup_label,Device Protection Plan_label,Premium Tech Support_label,Streaming TV_label,Streaming Movies_label,Streaming Music_label,Unlimited Data_label,Contract_label,Paperless Billing_label,Payment Method_label,Customer Status_label,Churn Label_label,Churn Category_label,Churn Reason_label
4923,3724-BSCVH,1,Male,37,No,No,Yes,Yes,1,JIJUGT9252,United States,California,Mecca,92254,"33.543835, -115.993906",33.543835,-115.993906,ZMPBHTCKP2185,Q3,No,0,10,Offer D,Yes,37.59,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.45,242.4,0.0,0,375.9,618.3,HURJNI3348,4,Stayed,No,0,54,4613,,,1,0,0,1,1,0,4,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,2,0,5,20
4924,4877-TSOFF,1,Female,41,No,No,Yes,Yes,3,OSMFQA9978,United States,California,Morongo Valley,92256,"34.097863, -116.594561",34.097863,-116.594561,UCYFRPKXO6587,Q3,Yes,7,55,Offer B,Yes,16.16,Yes,Yes,DSL,29,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.75,4264.25,0.0,0,888.8,5153.05,CQOVGV5527,3,Stayed,No,0,51,4489,,,0,0,0,1,1,1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,2,0,5,20
4925,9209-NWPGU,1,Male,42,No,No,No,No,0,CGZXLX4822,United States,California,Niland,92257,"33.345825, -115.596574",33.345825,-115.596574,MYSJHATFF3735,Q3,No,0,44,Offer B,Yes,34.98,No,Yes,Cable,2,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.4,2774.55,0.0,0,1539.12,4313.67,LAFVJQ1757,3,Stayed,No,0,76,5827,,,1,0,0,0,0,0,2,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,2,0,5,20
4926,7306-YDSOI,1,Male,32,No,No,Yes,Yes,1,UWGTRG9531,United States,California,Ocotillo,92259,"32.698964, -115.886656",32.698964,-115.886656,RSYWIJSPE1698,Q3,Yes,4,69,Offer A,Yes,49.4,No,Yes,DSL,12,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.75,4069.9,0.0,0,3408.6,7478.5,UZSPDO2223,3,Stayed,No,0,39,4665,,,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,2,1,0,2,0,5,20
4927,0655-YDGFJ,1,Male,34,No,No,No,No,0,NEELUG1681,United States,California,Palm Springs,92264,"33.745746, -116.514215",33.745746,-116.514215,EOXNEAZLW7754,Q3,No,0,29,Offer C,Yes,10.06,No,Yes,DSL,25,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.95,1323.7,0.0,0,291.74,1615.44,ZKPCQT1542,3,Stayed,No,0,66,4825,,,1,0,0,0,0,0,3,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2,0,5,20
4928,8468-EHYJA,1,Female,32,No,No,Yes,No,0,LJXRAG1158,United States,California,Palo Verde,92266,"33.3249, -114.758334",33.3249,-114.758334,NUOVFSGHY4621,Q3,No,0,57,Offer B,Yes,12.19,Yes,Yes,Fiber Optic,16,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.65,5497.05,0.0,0,694.83,6191.88,RZZLOA7632,4,Stayed,No,0,42,5106,,,0,0,0,1,0,0,2,1,1,1,2,1,0,0,0,1,1,1,1,0,1,0,2,0,5,20
4929,6823-SIDFQ,1,Male,58,No,No,No,No,0,EXZTUM9467,United States,California,Parker Dam,92267,"34.273872, -114.192901",34.273872,-114.192901,WCUAKXEYO2213,Q3,No,0,28,Offer C,Yes,40.39,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,18.25,534.7,0.0,0,1130.92,1665.62,TAQEYQ6987,4,Stayed,No,0,67,5327,,,1,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,2,0,5,20
4930,1097-FSPVW,1,Female,42,No,No,No,No,0,KZMLCX8654,United States,California,Pioneertown,92268,"34.201108, -116.593456",34.201108,-116.593456,HLOQWMVBS7867,Q3,No,0,42,Offer B,Yes,32.16,No,Yes,DSL,8,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.55,2455.05,0.0,0,1350.72,3805.77,VEKIEC4815,3,Stayed,No,0,72,5387,,,0,0,0,0,0,0,2,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,2,0,5,20
4931,8328-SKJNO,1,Male,61,No,No,No,Yes,1,DDPJUC2414,United States,California,Seeley,92273,"32.790282, -115.689559",32.790282,-115.689559,LQCWSTJNE5966,Q3,No,0,23,None,No,0.0,No,Yes,DSL,19,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,40.65,947.4,0.0,0,0.0,947.4,MTICXN3255,3,Stayed,No,0,43,5230,,,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,2,0,5,20
4932,7010-ZMVBF,1,Female,39,No,No,Yes,Yes,2,JDFUQR3121,United States,California,Thermal,92274,"33.53604, -116.119222",33.53604,-116.119222,LNIJQXLSS9811,Q3,Yes,8,18,None,Yes,14.6,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,357.0,0.0,0,262.8,619.8,IAZJBT1362,4,Stayed,No,0,71,2047,,,0,0,0,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,5,20
4933,5201-CBWYG,1,Male,60,No,No,Yes,Yes,1,OAFVOZ6893,United States,California,Salton City,92275,"33.28156, -115.955541",33.28156,-115.955541,XWBPAVUSD1766,Q3,Yes,1,62,None,Yes,16.48,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.8,1476.25,0.0,0,1021.76,2498.01,LTVFZK8158,5,Stayed,No,0,53,5105,,,1,0,0,1,1,1,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,5,20
4934,6352-GIGGQ,1,Male,19,Yes,No,No,No,0,TJSGZW5717,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221,SFSKBXLRR4241,Q3,No,0,67,Offer A,Yes,37.32,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,88.8,5903.15,0.0,0,2500.44,8403.59,JYFGPE3392,3,Stayed,No,0,68,4081,,,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,5,20
4935,3635-QQRQD,1,Male,19,Yes,No,No,No,0,HOGBWJ8553,United States,California,Westmorland,92281,"33.03679, -115.60503",33.03679,-115.60503,OVSVIRLOV6737,Q3,No,0,62,None,Yes,33.68,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.05,1201.65,0.0,0,2088.16,3289.81,GCJWHQ2431,4,Stayed,No,0,74,4568,,,1,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,1,1,2,0,5,20
4936,2897-DOVND,1,Male,31,No,No,No,No,0,CWXQFI5475,United States,California,Winterhaven,92283,"32.852947, -114.850784",32.852947,-114.850784,XDDTPPFPW5978,Q3,No,0,2,None,Yes,11.19,No,Yes,Fiber Optic,14,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,146.65,0.0,10,22.38,179.03,LJVLXL8497,3,Joined,No,0,26,3527,,,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,5,20
4937,3082-YVEKW,1,Female,62,No,No,Yes,Yes,2,BKTPZJ6317,United States,California,Yucca Valley,92284,"34.159534, -116.425984",34.159534,-116.425984,RUJDUNZAO2138,Q3,Yes,10,23,None,Yes,33.02,Yes,Yes,DSL,12,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,77.15,1759.4,0.0,0,759.46,2518.86,YORLQG2187,3,Stayed,No,0,33,2572,,,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,2,1,0,2,0,5,20
4938,0191-EQUUH,1,Female,32,No,No,No,Yes,3,LHBZZH8354,United States,California,Landers,92285,"34.341737, -116.539416",34.341737,-116.539416,TPAMRVPUL3763,Q3,No,0,25,Offer C,No,0.0,No,Yes,Cable,75,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,35.05,844.45,0.0,0,0.0,844.45,QIKHEV6239,4,Stayed,No,0,69,2754,,,0,0,0,0,1,0,3,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,2,0,5,20
4939,3489-HHPFY,1,Female,40,No,No,Yes,No,0,AYKWHW5266,United States,California,Amboy,92304,"34.559882, -115.637164",34.559882,-115.637164,ZCNUFIPDC1526,Q3,Yes,9,2,None,Yes,22.23,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,134.05,0.0,0,44.46,178.51,SWHZJL3533,5,Joined,No,0,78,2115,,,0,0,0,1,0,1,0,1,1,1,2,0,0,0,0,1,0,0,1,0,1,0,1,0,5,20
4940,2926-JEJJC,1,Female,26,Yes,No,No,No,0,MBTAXN4775,United States,California,Angelus Oaks,92305,"34.1678, -116.86433",34.1678,-116.86433,ONCPHTSVC7679,Q3,No,0,8,None,Yes,5.27,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.2,140.95,0.0,0,42.16,183.11,CQEYQI6768,4,Stayed,No,0,38,5066,,,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,2,0,5,20
4941,4950-BDEUX,1,Male,47,No,No,No,No,0,EQQXQJ7313,United States,California,Apple Valley,92308,"34.424926, -117.184503",34.424926,-117.184503,CIVRFBLLY7477,Q3,No,0,35,Offer C,No,0.0,No,Yes,DSL,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.2,1701.65,0.0,0,0.0,1701.65,VFDOGV7732,4,Stayed,No,0,40,2782,,,1,0,0,0,0,0,3,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,2,0,5,20
4942,5789-LDFXO,1,Male,60,No,No,No,No,0,JNUBUT7916,United States,California,Baker,92309,"35.28952, -116.092214",35.28952,-116.092214,AKNFKUYLN5351,Q3,No,0,24,Offer C,Yes,47.33,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.6,592.65,0.0,0,1135.92,1728.57,VHCKPQ3429,3,Stayed,No,0,79,5448,,,1,0,0,0,0,0,3,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,5,20
4943,0508-OOLTO,1,Female,33,No,No,Yes,Yes,1,KBZVBZ2158,United States,California,Fort Irwin,92310,"35.349241, -116.770281",35.349241,-116.770281,IZZOQMHEP4188,Q3,Yes,5,2,None,Yes,29.03,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,135.75,0.0,0,58.06,193.81,XKOFGM9262,3,Joined,No,0,67,3916,,,0,0,0,1,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,5,20
4944,2984-TBYKU,1,Male,38,No,No,Yes,Yes,3,GBHJJW3264,United States,California,Barstow,92311,"34.965648, -117.001509",34.965648,-117.001509,AJNWSNCOX7878,Q3,Yes,6,72,Offer A,Yes,32.22,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,7732.65,0.0,0,2319.84,10052.49,UGSUNC4633,4,Stayed,No,0,25,6378,,,1,0,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,2,1,1,2,0,5,20
4945,9822-WMWVG,1,Female,20,Yes,No,No,No,0,EXCCJM1532,United States,California,Grand Terrace,92313,"34.029175, -117.307211",34.029175,-117.307211,QPCGJPYMI8586,Q3,No,0,41,None,Yes,36.7,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.5,4282.4,0.0,0,1504.7,5787.1,UMYNLD5352,4,Stayed,No,0,75,4434,,,0,1,0,0,0,0,0,1,1,1,2,1,1,1,1,1,0,0,1,0,1,0,2,0,5,20
4946,9040-KZVWO,1,Male,59,No,No,No,No,0,PQOEKI7912,United States,California,Big Bear Lake,92315,"34.242058, -116.89802",34.242058,-116.89802,WHJEIJKEA9282,Q3,No,0,26,Offer C,Yes,39.63,No,Yes,Fiber Optic,29,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.5,2018.1,0.0,0,1030.38,3048.48,HZUGZE3155,4,Stayed,No,0,43,5184,,,1,0,0,0,0,0,3,1,0,1,2,0,1,0,0,0,0,0,1,1,0,0,2,0,5,20
4947,1548-ARAGG,1,Female,28,Yes,No,Yes,Yes,3,MAIUAF9429,United States,California,Cedar Glen,92321,"34.255203, -117.175654",34.255203,-117.175654,MVRKIUJPQ2719,Q3,Yes,9,4,None,Yes,35.2,Yes,Yes,DSL,52,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,58.5,224.85,0.0,0,140.8,365.65,LQZJTL9862,3,Stayed,No,0,23,5605,,,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,2,0,5,20
4948,6339-RZCBJ,1,Male,45,No,No,No,No,0,MWGPFH7931,United States,California,Colton,92324,"34.030915, -117.273201",34.030915,-117.273201,NVKHRMWHH1775,Q3,No,0,48,None,Yes,3.59,No,Yes,DSL,10,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,78.9,3771.5,0.0,0,172.32,3943.82,VOEMAV1798,4,Stayed,No,0,47,4063,,,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,2,0,1,2,0,5,20
4949,2522-AHJXR,1,Male,36,No,No,Yes,No,0,YRYPST6536,United States,California,Death Valley,92328,"36.27688, -117.033326",36.27688,-117.033326,JWFRYIGVO3822,Q3,Yes,6,60,None,Yes,4.59,Yes,Yes,Fiber Optic,9,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.45,6572.85,0.0,0,275.4,6848.25,ZPRGWK5389,4,Stayed,No,0,77,4350,,,1,0,0,1,0,1,0,1,1,1,2,1,0,1,1,1,1,1,1,0,1,0,2,0,5,20
4950,0412-UCCNP,1,Male,20,Yes,No,No,No,0,APTBOJ9727,United States,California,Essex,92332,"34.9436, -115.287901",34.9436,-115.287901,DJKCXRXBM2844,Q3,No,0,55,None,Yes,12.28,No,Yes,DSL,48,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.2,3175.85,0.0,0,675.4,3851.25,KBSRFH3778,3,Stayed,No,0,33,5162,,,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,2,1,0,2,0,5,20
4951,1816-FLZDK,1,Male,34,No,No,No,No,0,GREDCR6497,United States,California,Fawnskin,92333,"34.274846, -116.937581",34.274846,-116.937581,ENIVXHFTH2212,Q3,No,0,1,None,No,0.0,No,Yes,DSL,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,29.15,29.15,0.0,0,0.0,29.15,ZUBILX1197,5,Joined,No,0,40,3923,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,5,20
4952,7096-UCLNH,1,Male,30,No,No,No,No,0,JCGBGK4675,United States,California,Fontana,92335,"34.087558, -117.464096",34.087558,-117.464096,RKJLXPJQQ9423,Q3,No,0,1,None,Yes,11.1,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,11.1,31.15,OJAASW9888,4,Joined,No,0,49,2313,,,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,5,20
4953,4615-PIVVU,1,Female,33,No,No,No,No,0,VLVRLU7343,United States,California,Ludlow,92338,"34.702766, -116.093376",34.702766,-116.093376,ICHQDDMQR4533,Q3,No,0,42,None,Yes,34.76,No,Yes,Cable,20,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,66.5,2762.75,0.0,0,1459.92,4222.67,WUGZNP8171,5,Stayed,No,0,62,4668,,,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,2,0,1,2,0,5,20
4954,8885-QSQBX,1,Female,45,No,No,No,No,0,PSIYVS3926,United States,California,Forest Falls,92339,"34.067699, -116.903891",34.067699,-116.903891,WOQXKKKAS3937,Q3,No,0,1,None,Yes,10.83,No,Yes,DSL,15,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.55,49.55,0.0,0,10.83,60.38,GCQJHC8589,4,Joined,No,0,36,5277,,,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,5,20
4955,8617-ENBDS,1,Male,29,Yes,No,No,No,0,LWOMGQ7446,United States,California,Helendale,92342,"34.757783, -117.33997",34.757783,-117.33997,OOMCCXAAQ1149,Q3,No,0,3,None,Yes,27.34,No,Yes,Fiber Optic,71,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.6,232.5,0.0,10,82.02,324.52,PFABXY2928,5,Joined,No,0,53,5510,,,1,1,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,5,20
4956,9385-NXKDA,1,Female,53,No,No,Yes,No,0,TLLLNI5623,United States,California,Hesperia,92345,"34.361387, -117.337509",34.361387,-117.337509,JTVERSLYE8518,Q3,Yes,7,72,Offer A,Yes,17.28,Yes,Yes,DSL,11,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,82.65,5919.35,0.0,0,1244.16,7163.51,ITYGOY3619,3,Stayed,No,0,42,4324,,,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,2,0,5,20
4957,0430-IHCDJ,1,Male,40,No,No,No,No,0,VMOGJV6141,United States,California,Highland,92346,"34.129677, -117.154277",34.129677,-117.154277,MHJNLYTND4317,Q3,No,0,15,None,Yes,11.75,Yes,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.0,749.25,0.0,0,176.25,925.5,AXHZMM6257,3,Stayed,No,0,25,2597,,,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,5,20
4958,6674-KVJHG,1,Female,50,No,No,No,No,0,QYSYBJ7591,United States,California,Lake Arrowhead,92352,"34.2565, -117.19335",34.2565,-117.19335,ERASDIMED6721,Q3,No,0,11,None,Yes,1.87,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.2,245.15,0.0,0,20.57,265.72,IMTSAF1776,4,Stayed,No,0,55,4998,,,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,5,20
4959,1814-DKOLC,1,Female,63,No,No,No,No,0,ARCUCZ9473,United States,California,Loma Linda,92354,"34.049315, -117.255974",34.049315,-117.255974,UVSZSIFZF8149,Q3,No,0,5,None,Yes,5.41,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.45,134.75,0.0,0,27.05,161.8,FKYFPF7212,3,Stayed,No,0,24,4855,,,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,5,20
4960,9351-HXDMR,1,Male,37,No,No,Yes,No,0,PFRANY9684,United States,California,Lytle Creek,92358,"34.238162, -117.534306",34.238162,-117.534306,QVAICOWUY2938,Q3,Yes,6,72,Offer A,Yes,46.16,Yes,Yes,Fiber Optic,14,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.9,8240.85,0.0,0,3323.52,11564.37,JRBVEM2273,3,Stayed,No,0,67,4938,,,1,0,0,1,0,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,1,1,2,0,5,20
4961,3537-HPKQT,1,Female,20,Yes,No,Yes,No,0,PHCRGX3185,United States,California,Mentone,92359,"34.103578, -117.04054",34.103578,-117.04054,YWOSQURIE7713,Q3,Yes,3,55,None,Yes,23.45,Yes,Yes,Fiber Optic,53,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,77.75,4266.4,0.0,0,1289.75,5556.15,ULISDJ4122,3,Stayed,No,0,46,4621,,,0,1,0,1,0,1,0,1,1,1,2,0,1,0,0,0,0,0,1,0,1,1,2,0,5,20
4962,2129-ALKBS,1,Female,49,No,No,Yes,Yes,4,VJYXAX4823,United States,California,Needles,92363,"34.711224, -114.702256",34.711224,-114.702256,CVRQRPXTU9554,Q3,Yes,5,40,None,Yes,49.22,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,26.2,1077.5,0.0,0,1968.8,3046.3,YCAKKS8847,3,Stayed,No,0,37,2211,,,0,0,0,1,1,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,5,20
4963,5821-MMEIL,1,Female,43,No,No,Yes,No,0,MLPYAP3657,United States,California,Nipton,92364,"35.478736, -115.516984",35.478736,-115.516984,JYEGWKTLI7961,Q3,Yes,6,57,None,Yes,44.86,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.9,1115.6,0.0,0,2557.02,3672.62,EOCWNV1639,5,Stayed,No,0,48,4408,,,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,5,20
4964,6968-URWQU,1,Male,50,No,No,Yes,No,0,TKZXOT5238,United States,California,Redlands,92374,"34.064073, -117.166158",34.064073,-117.166158,GXNHEWQZN9361,Q3,Yes,9,43,None,Yes,4.34,No,Yes,DSL,23,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,56.35,2391.15,0.0,0,186.62,2577.77,AAQSNP5391,4,Stayed,No,0,70,4928,,,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,0,5,20
4965,4742-TXUEX,1,Female,24,Yes,No,Yes,Yes,3,UIFEJD5579,United States,California,Rialto,92376,"34.109775, -117.378904",34.109775,-117.378904,HDIZNGTZU3497,Q3,Yes,1,47,None,Yes,2.56,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.3,890.5,0.0,0,120.32,1010.82,BDUQWC1287,4,Stayed,No,0,43,5829,,,0,1,0,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,5,20
4966,9631-XEYKE,1,Male,28,Yes,No,No,No,0,EKLPSK6218,United States,California,Rialto,92377,"34.156758, -117.404686",34.156758,-117.404686,QMDHXMLGM8432,Q3,No,0,3,None,Yes,29.74,Yes,Yes,DSL,59,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.4,137.25,0.0,0,89.22,226.47,NIEXWI2356,5,Joined,No,0,53,4639,,,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5,20
4967,1335-MXCSE,1,Male,24,Yes,No,Yes,Yes,1,RPNAYS2213,United States,California,Shoshone,92384,"35.924252, -116.188668",35.924252,-116.188668,YSEPPFKYT6475,Q3,Yes,5,55,None,Yes,46.61,No,Yes,DSL,30,No,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,55.25,3119.9,0.0,0,2563.55,5683.45,LPIKKW4425,3,Stayed,No,0,42,5821,,,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,2,1,1,2,0,5,20
4968,8873-TMKGR,1,Male,40,No,No,No,No,0,OMFGWI5316,United States,California,Sugarloaf,92386,"34.243088, -116.830015",34.243088,-116.830015,LFSEBDDOS8787,Q3,No,0,29,Offer C,Yes,49.52,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.1,529.5,0.0,0,1436.08,1965.58,RDZTVD6741,4,Stayed,No,0,38,5880,,,1,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,2,0,5,20
4969,8800-JOOCF,1,Female,56,No,No,No,Yes,1,CDOWQO9281,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644,EAAEGWJWT6271,Q3,No,0,12,None,Yes,17.85,Yes,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,966.55,0.0,0,214.2,1180.75,KUIZDJ4429,4,Stayed,No,0,77,4621,,,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,1,0,0,1,0,1,0,2,0,5,20
4970,1469-LBJQJ,1,Female,39,No,No,Yes,No,0,DFPCTZ1732,United States,California,Victorville,92392,"34.486835, -117.362274",34.486835,-117.362274,FGZTCGBFG7446,Q3,Yes,6,66,Offer A,Yes,42.23,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.2,6936.85,0.0,0,2787.18,9724.03,ESVNQG7518,4,Stayed,No,0,20,4016,,,0,0,0,1,0,1,1,1,1,1,2,0,1,1,0,1,1,1,1,0,1,0,2,0,5,20
4971,0064-YIJGF,1,Male,60,No,No,Yes,Yes,3,WCEQKR7558,United States,California,Yermo,92398,"35.013299, -116.834092",35.013299,-116.834092,RUPKUQHRJ8776,Q3,Yes,7,27,Offer C,Yes,25.26,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.75,1929.0,0.0,0,682.02,2611.02,VXLWWG6467,3,Stayed,No,0,46,4994,,,1,0,0,1,1,1,3,1,1,1,2,0,0,0,0,0,0,0,1,0,1,0,2,0,5,20
4972,2386-OWURY,1,Female,20,Yes,No,No,No,0,QPUUPI9773,United States,California,Yucaipa,92399,"34.04597, -117.011825",34.04597,-117.011825,LVCOKKAPL8156,Q3,No,0,58,None,Yes,35.55,No,Yes,Fiber Optic,73,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.3,5817.7,0.0,0,2061.9,7879.6,CTXIOF9887,4,Stayed,No,0,68,6460,,,0,1,0,0,0,0,0,1,0,1,2,0,0,0,1,1,1,1,1,0,1,0,2,0,5,20
