Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Service ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Status ID,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason
1063-DHQJF,1,Male,56,No,No,Yes,Yes,3,WHLFORQJE8779,Yes,2,69,Offer A,Yes,20.32,No,Yes,Fiber Optic,56,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Mailed Check,92.15,6480.9,0,0,1402.08,7882.98,XDQVHB5216,3,Stayed,No,0,30,5817,,
8663-UPDGF,1,Female,54,No,No,No,No,0,OICDPFOGP2471,No,0,26,Offer C,Yes,25.4,Yes,Yes,DSL,10,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.5,1800.05,0,0,660.4,2460.45,YKTWJS4874,4,Stayed,No,0,55,3866,,
6719-FGEDO,1,Female,27,Yes,No,Yes,No,0,BFIOOPDAX1461,Yes,1,72,Offer A,Yes,38.79,Yes,Yes,Fiber Optic,42,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,97,7104.2,0,0,2792.88,9897.08,UCZWVV6392,4,Stayed,No,0,67,6302,,
1837-YQUCE,1,Female,54,No,No,No,No,0,XIOQIDWKG8824,No,0,70,Offer A,No,0,No,Yes,DSL,13,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,58.35,4214.25,0,0,0,4214.25,JDFMIV5433,3,Stayed,No,0,55,4093,,
0369-ZGOVK,1,Female,56,No,No,Yes,Yes,2,KBCJSNSCY9713,Yes,6,28,Offer C,Yes,12.94,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.4,1992.2,0,0,362.32,2354.52,JJCCTH4196,3,Stayed,No,0,54,5195,,
9919-KNPOO,1,Female,60,No,No,Yes,No,0,VSOQVIYXH1892,Yes,6,21,Offer D,Yes,27.66,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.3,1948.35,0,30,580.86,2559.21,RXCHAG1677,3,Stayed,No,0,55,2058,,
7872-BAAZR,1,Female,49,No,No,Yes,Yes,1,PKATGGMSV2871,Yes,10,53,Offer B,Yes,30.31,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.55,1007.9,0,0,1606.43,2614.33,BJOSMS5428,5,Stayed,No,0,29,4670,,
9391-LMANN,1,Male,38,No,No,No,Yes,3,BNJZVTTMX9253,No,0,53,Offer B,Yes,33.74,No,Yes,Fiber Optic,56,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,95.95,5036.9,0,0,1788.22,6825.12,CLEAYG9487,3,Stayed,No,0,61,4523,,
8174-TBVCF,1,Female,30,No,No,Yes,No,0,NZXPRRDRX8562,Yes,7,70,Offer A,Yes,26.47,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,94.8,6859.05,0,0,1852.9,8711.95,YCQGJE6294,3,Stayed,No,0,71,5072,,
1698-XFZCI,1,Male,30,No,No,No,No,0,QKJFCYNCO3381,No,0,61,Offer B,Yes,42.4,Yes,Yes,Fiber Optic,71,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.75,6521.9,0,0,2586.4,9108.3,QIVPXS7362,3,Stayed,No,0,29,5364,,
1877-HKBQX,1,Female,21,Yes,No,No,No,0,NLRFCLFAW3711,No,0,11,Offer D,Yes,1.16,No,Yes,DSL,41,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,54.6,617.85,0,0,12.76,630.61,TWDYQY8392,4,Stayed,No,0,49,2573,,
4450-DLLMH,1,Male,53,No,No,No,No,0,XDAUXGUSV2536,No,0,2,Offer E,Yes,6.74,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,71.3,157.75,0,0,13.48,171.23,DMCCHR7545,3,Joined,No,0,43,2274,,
0428-AXXLJ,1,Male,29,Yes,No,No,No,0,VUXKMUAVV6481,No,0,25,Offer C,Yes,3.58,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.5,516.3,0,0,89.5,605.8,XGAETE5784,4,Stayed,No,0,36,4761,,
2746-DIJLO,1,Female,40,No,No,No,No,0,FKDDVKTVP1472,No,0,41,Offer B,Yes,36.47,Yes,Yes,DSL,8,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,56.3,2364,0,0,1495.27,3859.27,YVEEJJ6677,5,Stayed,No,0,46,2994,,
3508-VLHCZ,1,Female,43,No,No,Yes,Yes,3,DTZFRJAEN1483,Yes,10,71,Offer A,Yes,41.71,Yes,Yes,Cable,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.55,6239.05,0,0,2961.41,9200.46,WXYKLQ9634,4,Stayed,No,0,66,6009,,
4086-ATNFV,1,Female,34,No,No,Yes,Yes,1,QLGWSBFLY5186,Yes,7,34,Offer C,Yes,49.58,No,Yes,Cable,16,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Mailed Check,60.8,2042.05,0,0,1685.72,3727.77,OCROJG8819,4,Stayed,No,0,48,4522,,
0468-YRPXN,1,Male,62,No,No,No,No,0,DRCMPNBEU7593,No,0,29,Offer C,Yes,48.2,No,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.8,2807.1,0,0,1397.8,4204.9,NUZCSS7431,5,Stayed,No,0,42,4580,,
3739-YBWAB,1,Male,37,No,No,Yes,No,0,TZSXWUXUR4152,Yes,7,36,Offer C,No,0,No,Yes,Cable,23,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,35.35,1317.95,0,0,0,1317.95,DLEDYL6966,4,Stayed,No,0,60,3314,,
7047-FWEYA,1,Female,41,No,No,Yes,No,0,RSFNUWTNY4943,Yes,3,46,Offer B,Yes,33.22,Yes,Yes,Fiber Optic,29,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,103.15,4594.65,0,130,1528.12,6252.77,VGPXNA2416,3,Stayed,No,0,32,3517,,
2000-MPKCA,1,Female,51,No,No,No,No,0,OZMAAYKOS7674,No,0,58,Offer B,Yes,46.7,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.75,6332.75,0,0,2708.6,9041.35,RIPFVA8862,3,Stayed,No,0,57,5121,,
9762-YAQAA,1,Male,54,No,No,No,No,0,DOQWREVSZ6555,No,0,39,Offer C,Yes,36.93,Yes,Yes,Fiber Optic,12,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,81.4,3213.75,0,0,1440.27,4654.02,TNFTZY5834,4,Stayed,No,0,22,4104,,
5473-KHBPS,1,Female,53,No,No,Yes,Yes,3,QLDSITSZY8374,Yes,8,52,Offer B,Yes,8.16,Yes,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,95.7,4976.15,0,0,424.32,5400.47,OGYIXB3697,3,Stayed,No,0,31,4415,,
8950-MTZNV,1,Male,61,No,No,No,No,0,MQREYNQBB8152,No,0,1,Offer E,Yes,13.63,No,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,44.95,44.95,0,0,13.63,58.58,WXBZRM5358,5,Joined,No,0,75,3256,,
0326-VDYXE,1,Female,21,Yes,No,Yes,No,0,NWHGKYQBU5772,Yes,9,70,Offer A,Yes,16.66,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,97.65,6982.5,0,80,1166.2,8228.7,YXPNAX3171,4,Stayed,No,0,35,4252,,
0436-TWFFZ,1,Female,21,Yes,No,No,No,0,CXJQHMMBQ6695,No,0,67,Offer A,Yes,8.71,Yes,Yes,DSL,41,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,85.25,5714.2,1.31,0,583.57,6296.46,CJUVIK9953,4,Stayed,No,0,61,6322,,
8566-YPRGL,1,Female,57,No,No,No,No,0,BHQSYCTPC8658,No,0,1,Offer E,Yes,33.02,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.5,19.5,0,0,33.02,52.52,VLQOXB7948,4,Joined,No,0,23,5279,,
6609-MXJHJ,1,Female,39,No,No,Yes,Yes,2,BNOKJMHIM5221,Yes,6,30,Offer C,Yes,47.21,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.1,789.55,15.41,0,1416.3,2190.44,JFPFXI2924,3,Stayed,No,0,35,5851,,
2669-OIDSD,1,Female,58,No,No,Yes,No,0,VEAMCHWMP5666,Yes,3,48,Offer B,Yes,1.02,No,Yes,Fiber Optic,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.05,4834,37.45,0,48.96,4845.51,KHCSMN6431,5,Stayed,No,0,34,3468,,
8400-WZICQ,1,Female,49,No,No,Yes,Yes,2,DUNOTDHHT6571,Yes,9,55,Offer B,Yes,36.41,No,Yes,DSL,14,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.7,3131.8,34.16,0,2002.55,5100.19,BGVHGF9289,3,Stayed,No,0,61,4149,,
9576-SYUHJ,1,Male,29,Yes,No,No,No,0,JFOJDDBUN9675,No,0,37,Offer C,Yes,12.69,Yes,Yes,Fiber Optic,69,Yes,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,91.15,3369.25,17.5,50,469.53,3871.28,IHNBWC9641,3,Stayed,No,0,37,3194,,
0410-IPFTY,1,Female,64,No,No,Yes,No,0,QUETGFXDS1275,Yes,1,31,Offer C,Yes,12.03,No,Yes,Fiber Optic,9,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.85,2674.15,11.37,0,372.93,3035.71,FTCMPF9223,3,Stayed,No,0,56,4283,,
2831-EBWRN,1,Male,46,No,No,No,No,0,ORVXNEYSF9227,No,0,4,Offer E,Yes,33.93,No,Yes,Cable,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.9,199.75,0,0,135.72,335.47,ZNNIJD1489,3,Stayed,No,0,39,3200,,
9430-NKQLY,1,Male,49,No,No,Yes,Yes,2,OCBOUJLYN7218,Yes,7,72,Offer A,Yes,27.93,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.1,1790.8,46.81,0,2010.96,3754.95,DOKCRC9924,3,Stayed,No,0,52,4185,,
0247-SLUJI,1,Male,37,No,No,Yes,Yes,3,KNRZYSWPX1993,Yes,2,1,None,Yes,34.28,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,19.7,0,0,34.28,53.98,CLJTIH9431,5,Joined,No,0,43,2004,,
6483-OATDN,1,Male,47,No,No,Yes,Yes,1,SEXSZTTTI7263,Yes,7,8,None,Yes,10.36,No,Yes,DSL,20,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.3,411.6,15.02,0,82.88,479.46,DLSAEW9371,4,Stayed,No,0,66,2545,,
1293-HHSHJ,1,Female,61,No,No,No,No,0,JSVHORYNZ3539,No,0,35,Offer C,Yes,23.77,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,21.1,741,14.23,0,831.95,1558.72,KVHXLB1549,4,Stayed,No,0,79,5707,,
8610-ZIKJJ,1,Female,57,No,No,Yes,Yes,2,SPOVHDURW1137,Yes,2,2,None,Yes,35.42,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,31.9,0,0,70.84,102.74,RJOBCO7813,3,Joined,No,0,58,2843,,
7801-KICAO,1,Female,43,No,No,No,No,0,WFQOAHPHC7748,No,0,18,Offer D,Yes,11.36,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.15,1345.75,0,0,204.48,1550.23,VAABZB2924,4,Stayed,No,0,73,5033,,
7673-LPRNY,1,Female,43,No,No,No,No,0,UBRAYXBZD8438,No,0,23,None,Yes,48.88,Yes,Yes,DSL,12,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,78.55,1843.05,19.63,0,1124.24,2947.66,ZMCUSR7161,3,Stayed,No,0,47,3127,,
6060-QBMGV,1,Male,30,No,No,Yes,No,0,JPAIFTEYY1197,Yes,9,70,Offer A,Yes,3.51,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,1433.8,45.47,0,245.7,1634.03,TQZNTK5559,5,Stayed,No,0,39,4442,,
7339-POGZN,1,Female,24,Yes,No,No,No,0,PGZKPRVZE1225,No,0,4,None,Yes,16.25,Yes,Yes,DSL,51,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.7,214.55,39.92,0,65,239.63,KABBUQ8973,4,Stayed,No,0,60,4288,,
2828-SLQPF,1,Male,53,No,No,No,No,0,JZEOBGUVH4249,No,0,19,None,Yes,29.52,No,Yes,DSL,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45,865.85,22.55,0,560.88,1404.18,JLTCJY6694,3,Stayed,No,0,62,4519,,
4465-VDKIQ,1,Female,61,No,No,No,No,0,KYUTBHXPT1129,No,0,18,None,Yes,19.93,No,Yes,Fiber Optic,26,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77.8,1358.6,29.76,0,358.74,1687.58,VHEXBU8447,5,Stayed,No,0,42,4228,,
2558-BUOZZ,1,Male,51,No,No,No,No,0,UNYHAFGLF6871,No,0,47,Offer B,Yes,40.25,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,94.8,4535.85,3.34,0,1891.75,6424.26,MSZOTF9976,4,Stayed,No,0,66,5022,,
9257-AZMTZ,1,Female,22,Yes,No,Yes,Yes,1,QBIOGQSIT2338,Yes,10,52,None,Yes,2.44,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.1,1078.75,17.05,0,126.88,1188.58,YMBGDL6874,4,Stayed,No,0,71,4529,,
0003-MKNFE,1,Male,46,No,No,No,No,0,NICWXTOGG9486,No,0,9,None,Yes,10.69,Yes,Yes,Cable,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,59.9,542.4,38.33,10,96.21,610.28,URNYXG9268,5,Stayed,No,0,66,5414,,
0975-UYDTX,1,Female,46,No,No,Yes,No,0,PFWIPYYBZ7839,Yes,1,26,Offer C,Yes,25.63,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,90.1,2312.55,47.79,0,666.38,2931.14,DODUFU9549,3,Stayed,No,0,39,2068,,
4682-BLBUC,1,Male,19,Yes,No,Yes,No,0,MDQEZQETF1418,Yes,1,44,None,Yes,29.61,No,Yes,DSL,48,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.95,3250.45,24.92,0,1302.84,4528.37,GALKRK9497,5,Stayed,No,0,66,3678,,
0975-VOOVL,1,Female,34,No,No,No,No,0,CAQOZURIH5143,No,0,3,None,No,0,No,Yes,DSL,22,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.2,98.5,0,0,0,98.5,EHHDXS7843,4,Joined,No,0,48,4699,,
5968-VXZLG,1,Male,45,No,No,No,No,0,GWXCUVUMF9271,No,0,2,None,Yes,1.87,No,Yes,DSL,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,46.6,87.9,0,0,3.74,91.64,GKXRPW1633,4,Joined,No,0,54,5096,,
5201-FRKKS,1,Male,53,No,No,No,No,0,KUXVHHTBJ8553,No,0,25,Offer C,Yes,17.3,No,Yes,Fiber Optic,26,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.3,1952.25,40.54,0,432.5,2344.21,RKIIAB9214,4,Stayed,No,0,64,4815,,
5443-SCMKX,1,Female,49,No,No,Yes,No,0,GQPSLNAXB8591,Yes,1,58,None,Yes,21.38,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,94.3,5610.15,5.55,150,1240.04,6994.64,RYLPCS5161,3,Stayed,No,0,77,6166,,
8295-KMENE,1,Female,33,No,No,Yes,Yes,1,YKJIUPDJR7938,No,0,59,None,Yes,13.27,Yes,Yes,DSL,15,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,76.45,4519.5,30.22,0,782.93,5272.21,WUKLIQ2192,4,Stayed,No,0,27,5978,,
6738-ISCBM,1,Male,55,No,No,No,No,0,ZREHCOHBR1661,No,0,44,None,No,0,No,Yes,Cable,17,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,54,2440.25,5.47,0,0,2434.78,KVALJR5563,3,Stayed,No,0,36,4256,,
9821-BESNZ,1,Male,43,No,No,No,No,0,ECWGJCCGQ1641,No,0,66,Offer A,Yes,33.02,Yes,Yes,Fiber Optic,6,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.25,6860.6,44,0,2179.32,8995.92,YSDUGS3814,4,Stayed,No,0,42,4915,,
3678-MNGZX,1,Male,45,No,No,Yes,Yes,3,JDTPVYXEG7678,Yes,1,68,Offer A,Yes,35.89,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.95,1377.7,28.98,0,2440.52,3789.24,NHRIJA3765,3,Stayed,No,0,53,4165,,
1335-NTIUC,1,Male,61,No,No,No,No,0,DKOMDYPXT4843,No,0,9,None,No,0,No,Yes,DSL,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,190.25,0,0,0,190.25,LKGTQN1253,5,Stayed,No,0,24,5473,,
2916-BQZLN,1,Male,29,Yes,No,No,No,0,LBNGPRZRX9987,No,0,19,None,Yes,11.42,Yes,Yes,Fiber Optic,41,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1651.95,49.38,0,216.98,1819.55,BXSKMD5533,4,Stayed,No,0,24,5157,,
4558-CGYCZ,1,Male,20,Yes,No,No,No,0,HIMZQIWQH9114,No,0,4,None,Yes,41.94,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,78.3,0,0,167.76,246.06,PPKSIU2537,3,Stayed,No,0,25,4987,,
2368-GAKKQ,1,Female,28,Yes,No,No,No,0,IZESLLROV7756,No,0,70,Offer A,Yes,17.32,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.65,7939.25,0,0,1212.4,9151.65,LADYQD6183,4,Stayed,No,0,75,6424,,
8710-YGLWG,1,Male,44,No,No,No,No,0,RUCWKGGGL4736,No,0,1,Offer E,Yes,15.76,No,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.9,44.9,0,0,15.76,60.66,XKOPLH1426,3,Joined,No,0,21,2451,,
3199-XGZCY,1,Female,51,No,No,No,No,0,BUKKGRGZZ1586,No,0,8,None,Yes,18.82,Yes,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.25,576.7,0,0,150.56,727.26,WBACNB9583,4,Stayed,No,0,74,2332,,
3785-KTYSH,1,Male,24,Yes,No,No,No,0,NLJXEBDDP2495,No,0,53,None,Yes,34.16,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.6,1279,37.68,0,1810.48,3051.8,UYSKOH7299,5,Stayed,No,0,44,4610,,
4063-EIKNQ,1,Male,33,No,No,Yes,Yes,2,HJARNJGLA6549,Yes,1,11,None,Yes,15.73,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.95,267.35,18.17,0,173.03,422.21,PEGFNK5485,3,Stayed,No,0,31,4075,,
6993-YCOBK,1,Male,48,No,No,Yes,Yes,3,PAPEQBDQL4515,Yes,1,60,None,Yes,40.36,Yes,Yes,Fiber Optic,76,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.6,6586.85,36.38,80,2421.6,9052.07,CLISSF6166,3,Stayed,No,0,22,5756,,
5206-HPJKM,1,Male,64,No,No,No,No,0,MWBEAQFKX6759,No,0,17,None,Yes,33.68,No,Yes,DSL,14,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.5,934.15,0,0,572.56,1506.71,MBRFWV7848,4,Stayed,No,0,38,3190,,
8393-JMVMB,1,Male,34,No,No,No,No,0,CKBKJSMUW2814,No,0,1,Offer E,Yes,29.15,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.45,19.45,0,0,29.15,48.6,WCBQPC6999,3,Joined,No,0,48,2133,,
6036-TTFYU,1,Female,48,No,No,Yes,No,0,IZTRRIILO7173,Yes,1,16,None,Yes,46.86,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,314.45,26.83,0,749.76,1037.38,IRTLUT2827,3,Stayed,No,0,79,4298,,
2550-AEVRU,1,Female,33,No,No,Yes,Yes,2,BWMJNOZVQ6523,Yes,1,57,None,Yes,17.01,No,Yes,DSL,11,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,53.45,3053,0,0,969.57,4022.57,WSAKTY7632,3,Stayed,No,0,21,5660,,
0969-RGKCU,1,Male,31,No,No,Yes,Yes,1,JYDJKHZMO7726,Yes,1,37,None,Yes,43.68,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,677.05,29.21,0,1616.16,2264,WHXBSA4136,4,Stayed,No,0,24,5137,,
0378-CJKPV,1,Female,56,No,No,Yes,No,0,ILNHJBSRX6821,Yes,1,72,None,Yes,4.56,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,112.1,7965.95,18.88,0,328.32,8275.39,DUMDJQ2497,4,Stayed,No,0,62,4272,,
1703-MGIAB,1,Female,53,No,No,No,No,0,OMXIGGJHP5612,No,0,17,None,Yes,5.49,Yes,Yes,DSL,14,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,69,1108,33.67,0,93.33,1167.66,XDZZPS2814,5,Stayed,No,0,22,4439,,
4311-QTTAI,1,Female,63,No,No,No,No,0,MCQBVFQGE1677,No,0,16,None,Yes,40.95,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.35,295.55,0,0,655.2,950.75,CRFRQH5849,5,Stayed,No,0,22,2017,,
4318-RAJVY,1,Female,57,No,No,No,No,0,FQWJFSQMJ8284,No,0,10,None,Yes,2.84,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.8,198.25,0,0,28.4,226.65,VCYFTZ6944,3,Stayed,No,0,34,5270,,
3612-YUNGG,1,Male,53,No,No,Yes,Yes,1,SAJXYEMYT9574,Yes,1,64,None,Yes,13.73,Yes,Yes,Fiber Optic,12,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.2,6741.15,17.3,0,878.72,7602.57,JOQFCJ1925,4,Stayed,No,0,34,5543,,
2254-DLXRI,1,Female,33,No,No,No,No,0,NVDVKUBMU2174,No,0,1,Offer E,Yes,18,Yes,Yes,Fiber Optic,23,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,79.15,79.15,0,60,18,157.15,HEPKOV5643,4,Joined,No,0,57,2742,,
5062-CJJKH,1,Male,63,No,No,Yes,Yes,3,BTVJOEDUI9798,Yes,1,25,None,Yes,36.17,No,Yes,DSL,53,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,53.65,1355.45,0,0,904.25,2259.7,GNCRRR8244,5,Stayed,No,0,25,5854,,
9028-LIHRP,1,Male,22,Yes,No,Yes,Yes,1,TEZSZGWRY5681,Yes,1,71,None,Yes,33.69,No,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,100.2,7209,0,0,2391.99,9600.99,RLDPJQ8641,3,Stayed,No,0,55,5502,,
1053-MXTTK,1,Female,63,No,No,Yes,Yes,1,QDAIQAXPD5963,Yes,1,72,None,Yes,14.46,No,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.65,7726.35,0,0,1041.12,8767.47,KQYIVS4257,4,Stayed,No,0,48,5730,,
1530-ZTDOZ,1,Female,57,No,No,Yes,No,0,OZXUFHHFQ3822,Yes,6,49,None,No,0,No,Yes,Cable,11,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.65,2070.75,0,0,0,2070.75,FOQDCB3386,4,Stayed,No,0,29,5565,,
1301-LOPVR,1,Male,62,No,No,Yes,Yes,3,MUEJPHUGG9723,Yes,6,29,None,No,0,No,Yes,DSL,57,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,55.35,1636.95,0,0,0,1636.95,RBVGLS3186,3,Stayed,No,0,70,5138,,
0853-TWRVK,1,Male,59,No,No,Yes,No,0,CHVHUZDRT5856,Yes,5,72,None,Yes,6.15,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.6,7581.5,0,0,442.8,8024.3,BFUWAL5151,3,Stayed,No,0,48,5981,,
6212-ATMLK,1,Female,42,No,No,No,No,0,AHYUGDXKB4741,No,0,50,None,Yes,49.14,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.7,4729.75,0,140,2457,7326.75,KONOZN5796,4,Stayed,No,0,44,4164,,
8200-LGKSR,1,Male,47,No,No,Yes,No,0,DXRXXVDPA7973,Yes,6,71,None,Yes,35.09,Yes,Yes,DSL,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,83.2,6126.1,0,0,2491.39,8617.49,UTOHFU1126,3,Stayed,No,0,73,5350,,
0670-ANMUU,1,Male,47,No,No,No,No,0,GVVYUBKGG4742,No,0,71,None,Yes,16.57,Yes,Yes,Fiber Optic,5,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,97.65,6687.85,0,0,1176.47,7864.32,VAHWLN8385,3,Stayed,No,0,37,5319,,
