Age,Age Group,Number of Dependents,Membership,Satisfaction Score,Tech services,Streaming services,Combined Product,Contract,Tenure in Months,Monthly Charge,Total Revenue,Churn Value
44,40,0,None,3,3,1,2,Month-to-Month,57,49.9,2782.4,0
40,40,0,Offer A,3,0,0,1,One Year,66,25.45,3825.67,0
38,30,2,Offer D,3,0,0,1,Month-to-Month,21,20.75,634.48,0
43,40,0,Offer A,3,3,0,3,Two Year,66,66.1,6917.31,0
29,20,0,Offer D,3,1,2,3,Month-to-Month,17,75.4,1451.75,0
54,50,3,None,3,0,0,1,Month-to-Month,8,21.05,484.15,0
19,10,0,None,3,3,1,3,One Year,27,69.35,2909.83,0
28,20,0,None,3,1,1,4,Month-to-Month,34,88.85,3475.23,0
44,40,0,None,5,1,2,4,One Year,30,97,3386.4,0
19,10,0,None,5,2,1,2,Month-to-Month,33,66.4,3754.16,0
52,50,3,Offer D,3,2,1,3,Month-to-Month,14,69.2,986.09,0
30,30,3,Offer D,4,1,0,4,One Year,16,79.5,1699.88,0
49,40,0,None,3,2,2,4,Two Year,49,100.65,5462.14,0
44,40,1,Offer A,3,4,1,3,Two Year,70,79.7,6328.5,0
49,40,1,None,3,3,0,3,Month-to-Month,32,61.4,3357.77,0
35,30,0,Offer D,4,0,0,4,Month-to-Month,18,69.8,1835.81,0
26,20,0,None,3,3,0,2,Two Year,37,40.55,1440.85,0
36,30,0,None,5,0,0,4,Month-to-Month,4,75.65,396.35,0
19,10,0,Offer D,3,3,0,4,Month-to-Month,16,90.7,1820.18,0
31,30,0,Offer D,5,1,0,4,Month-to-Month,17,80.5,2130.97,0
52,50,3,Offer D,3,3,0,3,Month-to-Month,19,60.6,1990.92,0
27,20,0,None,3,1,2,4,Two Year,60,101.15,6670.4,0
46,40,2,None,4,0,0,1,Two Year,51,24.95,2081.6,0
30,30,2,None,3,0,0,1,Two Year,28,20.3,1024.99,0
64,60,0,None,5,1,1,3,Two Year,43,60,3479.07,0
49,40,0,None,5,0,0,1,Two Year,42,20.25,2757,0
35,30,0,None,5,0,0,2,Month-to-Month,1,44.75,85.62,0
49,40,0,None,4,3,1,4,Two Year,63,98,7706.51,0
25,20,0,Offer A,3,3,2,4,Month-to-Month,68,107.7,8953.58,0
23,20,0,None,5,2,2,4,Two Year,60,104.7,8612,0
31,30,0,Offer A,4,4,2,3,Two Year,70,86.45,8130.7,0
26,20,0,None,5,0,0,1,Month-to-Month,4,19.4,183.56,0
38,30,0,Offer A,5,0,0,1,Two Year,68,24.95,3426.42,0
50,50,2,Offer D,3,1,0,4,Month-to-Month,22,75,2427.99,0
55,50,0,Offer D,5,2,0,4,Month-to-Month,18,78.2,2040.97,0
50,50,0,None,5,1,2,4,Month-to-Month,29,94.2,2687.05,0
35,30,0,None,3,1,2,2,One Year,31,50.05,1523.4,0
45,40,0,None,4,2,1,3,One Year,48,69.55,4253.04,0
34,30,0,None,3,4,0,4,One Year,50,90.1,5317.95,0
22,20,0,None,4,0,0,3,Month-to-Month,7,44.65,509.82,0
25,20,3,Offer A,3,2,0,4,Two Year,68,80.35,7012.59,0
33,30,0,None,4,2,2,2,Two Year,57,53.35,3190.05,0
60,60,0,None,4,0,0,1,Month-to-Month,3,19.55,183.99,0
59,50,1,Offer D,3,1,0,2,One Year,19,48.95,1178.85,0
50,50,0,None,4,0,1,3,Month-to-Month,3,54.2,264.54,0
64,60,0,Offer B,4,0,0,1,Two Year,59,24.45,3925.67,0
37,30,0,Offer B,4,1,1,2,Month-to-Month,42,40.15,1626.05,0
58,50,0,Offer A,3,0,0,1,Two Year,67,25.6,2571.48,0
63,60,0,None,5,0,0,4,Month-to-Month,1,70.35,94.77,0
19,10,0,Offer A,3,4,2,3,Two Year,66,91.7,7611.72,0
60,60,0,Offer B,3,1,1,4,Month-to-Month,61,89.2,6386.32,0
55,50,2,Offer E,3,0,0,1,One Year,4,24.1,139.82,0
53,50,2,Offer B,4,1,0,3,One Year,64,53.85,4492.33,0
58,50,0,Offer E,5,0,0,1,Month-to-Month,1,19.75,21.36,0
19,10,2,Offer B,4,0,0,1,Two Year,54,24.05,3476.22,0
45,40,2,Offer D,4,0,0,1,Two Year,18,25.3,998.61,0
46,40,0,Offer E,5,1,1,4,Month-to-Month,3,84.3,276.21,0
41,40,1,Offer A,3,4,2,3,Two Year,72,89.75,7717.66,0
37,30,1,Offer D,5,0,0,1,One Year,11,20,737.44,0
37,30,1,Offer B,5,3,2,4,One Year,61,103.9,9077.03,0
23,20,0,None,4,0,0,1,Two Year,39,20.7,1924.26,0
36,30,0,None,5,0,0,1,One Year,37,20.15,2057.44,0
60,60,0,Offer A,4,0,0,1,Two Year,72,26,3718.56,0
34,30,0,Offer E,3,2,1,3,Month-to-Month,8,66.05,842.82,0
27,20,2,Offer D,4,0,0,1,Month-to-Month,22,19.9,1489.52,0
61,60,0,None,3,2,1,3,Month-to-Month,38,68.15,3461.52,0
25,20,1,None,5,3,2,3,One Year,17,80.85,2276.59,0
62,60,0,None,5,0,1,4,Month-to-Month,28,80.6,3192.47,0
60,60,0,None,3,1,1,4,Month-to-Month,15,83.2,1286.45,0
59,50,3,None,4,4,2,3,Two Year,72,87.55,9675.07,0
20,20,0,Offer B,5,3,2,4,One Year,57,109.4,6709.27,0
50,50,0,Offer B,4,2,1,2,Month-to-Month,46,45.55,2062.15,0
45,40,0,None,5,0,0,1,One Year,30,20.7,1273.8,0
22,20,0,None,3,3,1,4,Month-to-Month,32,93.4,4461.86,0
34,30,0,None,3,1,0,4,Month-to-Month,13,73.75,1347.43,0
35,30,0,Offer B,4,2,1,4,Month-to-Month,44,88.15,5417.72,0
22,20,0,None,4,0,0,1,Two Year,67,19.65,3546.87,0
37,30,0,None,5,2,2,4,Two Year,71,105.15,8357.66,0
32,30,0,None,3,1,0,3,Month-to-Month,1,49,98.19,0
27,20,0,None,5,1,2,2,Month-to-Month,17,49.8,836.35,0
52,50,0,Offer E,3,0,0,1,Month-to-Month,1,20.95,23.24,0
27,20,1,Offer B,4,0,0,1,One Year,41,19.5,2418.93,0
45,40,0,Offer E,4,0,0,2,Month-to-Month,1,44.15,53.97,0
22,20,1,Offer B,4,2,2,4,Month-to-Month,62,105.5,7551.7,0
37,30,2,None,4,3,0,4,Month-to-Month,17,92.7,2403.11,0
37,30,1,None,4,0,0,1,Two Year,72,26.25,2173.09,0
39,30,3,Offer B,5,2,1,4,Month-to-Month,56,96.95,6749.32,0
32,30,0,Offer E,4,0,0,1,Month-to-Month,9,20.45,561.46,0
58,50,0,None,3,4,2,4,Two Year,72,115.8,11529.54,0
40,40,0,None,3,4,2,4,Month-to-Month,20,108.2,2524.7,0
32,30,3,None,3,0,0,1,Two Year,19,20.2,989.7,0
62,60,0,Offer B,4,2,2,1,One Year,53,54.9,3045.75,0
56,50,0,None,5,0,0,1,Month-to-Month,6,20.15,172.08,0
22,20,3,Offer E,3,1,1,4,One Year,9,90.35,1042.04,0
62,60,3,Offer E,4,1,0,3,Month-to-Month,8,55.75,546.08,0
45,40,3,None,4,4,2,4,Two Year,71,114.6,8448.86,0
23,20,0,None,4,4,2,1,One Year,71,66.8,4689.15,0
43,40,0,None,4,2,2,4,One Year,68,100.3,10211.03,0
51,50,0,None,3,2,2,4,Month-to-Month,34,105.35,4492.65,0
51,50,0,None,5,3,0,4,One Year,26,85.2,2957.32,0
42,40,0,Offer E,5,0,0,1,Month-to-Month,7,18.95,362.81,0
51,50,0,None,5,0,0,4,Month-to-Month,20,69.8,2410.15,0
48,40,0,Offer B,3,2,2,4,Month-to-Month,60,106.15,7010.05,0
51,50,1,None,5,0,0,1,Two Year,72,20.55,4104.47,0
64,60,0,Offer E,5,0,0,1,Month-to-Month,4,25.25,116.66,0
40,40,1,None,4,0,0,1,Month-to-Month,16,19.75,825.24,0
58,50,0,None,3,1,1,2,Month-to-Month,10,60.95,713.05,0
60,60,0,None,3,1,0,4,Month-to-Month,31,81.15,3944.1,0
26,20,0,None,4,0,0,1,Two Year,71,19.1,4172.69,0
29,20,0,Offer B,4,0,0,1,Two Year,58,20.8,4055.41,0
31,30,1,None,3,4,2,2,Two Year,70,90.15,6412.05,0
30,30,0,None,3,4,2,2,Two Year,71,90.1,7896.33,0
33,30,3,None,4,4,2,4,Two Year,72,118.75,11634.53,0
56,50,0,None,4,1,1,4,Month-to-Month,26,85.9,3295.21,0
41,40,0,None,3,2,1,4,Month-to-Month,33,95,3409.37,0
51,50,3,None,5,0,0,1,Two Year,10,20.15,407,0
52,50,0,None,4,0,0,1,Month-to-Month,10,21.2,327.25,0
31,30,2,None,3,0,0,1,One Year,39,24.2,1143.92,0
40,40,0,None,3,0,0,1,Month-to-Month,11,20.3,784.42,0
36,30,2,None,4,3,2,2,Two Year,68,85.3,7270.88,0
43,40,0,None,3,1,1,4,One Year,18,89.6,2259.04,0
47,40,0,None,4,1,0,2,Month-to-Month,18,56.25,1608.25,0
59,50,2,Offer B,4,1,0,2,One Year,52,50.95,3132.21,0
42,40,3,Offer B,3,4,2,4,Two Year,56,115.85,8856.06,0
51,50,0,Offer B,5,2,2,4,Month-to-Month,45,103.65,5861.6,0
45,40,0,None,3,0,0,1,Two Year,67,26.1,4660.65,0
33,30,0,Offer E,3,2,0,1,Month-to-Month,3,35.1,101.1,0
52,50,0,None,4,2,1,2,Two Year,63,67.25,7416.97,0
50,50,2,None,4,0,0,1,Two Year,11,25,466.14,0
20,20,1,None,3,1,1,2,Month-to-Month,1,59.55,100.94,0
48,40,0,None,5,1,2,3,Two Year,55,77.8,5769.85,0
34,30,1,None,4,1,0,3,One Year,25,55.1,2643.6,0
55,50,0,None,5,0,0,1,Two Year,72,24.15,4511.01,0
33,30,2,None,5,2,1,2,Two Year,65,45.25,2933.95,0
31,30,1,None,3,0,0,1,Month-to-Month,7,20.25,424.21,0
45,40,0,None,3,3,0,3,Two Year,72,64.75,5901.31,0
57,50,0,None,3,0,1,3,Month-to-Month,21,54.6,1486.19,0
28,20,0,None,4,0,0,1,Month-to-Month,2,20.7,67.63,0
50,50,0,None,3,4,2,4,Two Year,72,115.8,10318.63,0
63,60,0,None,3,1,0,3,Month-to-Month,6,49.45,549.56,0
58,50,0,None,3,1,1,4,Month-to-Month,52,83.8,4709.24,0
22,20,0,None,3,4,2,4,One Year,60,116.6,9703.9,0
24,20,0,Offer D,4,2,0,3,Month-to-Month,12,54.2,978.38,0
50,50,0,Offer D,5,0,0,1,Month-to-Month,13,19.3,556.98,0
20,20,0,Offer D,4,3,0,3,Month-to-Month,22,65.05,2400.71,0
59,50,3,None,4,0,0,1,Two Year,72,24.05,5186.03,0
23,20,0,None,4,0,0,1,Month-to-Month,2,18.75,62.99,0
42,40,3,None,5,0,0,1,Two Year,40,20.15,897.75,0
23,20,3,None,3,0,0,1,One Year,44,20,2482.69,0
19,10,0,None,5,0,0,2,Month-to-Month,1,24.4,34.4,0
32,30,0,None,5,1,1,2,Month-to-Month,3,65.25,337.94,0
28,20,0,Offer D,5,1,0,3,Month-to-Month,13,50.55,1052.1,0
19,10,0,None,3,0,0,4,Month-to-Month,1,70.7,109.51,0
33,30,2,Offer E,5,0,0,3,Month-to-Month,4,45.25,295.71,0
51,50,0,Offer E,4,0,0,4,Month-to-Month,2,70.3,147.14,0
28,20,0,None,4,3,2,4,Two Year,72,108.95,9405.72,0
42,40,2,None,4,0,0,1,Month-to-Month,37,26.45,2089.31,0
34,30,0,Offer D,3,0,0,1,One Year,23,19.65,717.53,0
31,30,3,None,4,0,0,1,One Year,42,19.05,2217.57,0
45,40,0,Offer C,4,1,2,3,One Year,32,74.75,3353.35,0
59,50,3,Offer D,5,0,0,4,Month-to-Month,22,75.8,1717.84,0
26,20,0,None,3,0,0,2,Month-to-Month,42,25.1,1097.15,0
56,50,0,None,3,0,0,3,Month-to-Month,8,44.45,456.58,0
23,20,1,None,3,2,2,4,Two Year,65,104.3,7651.35,0
30,30,1,None,3,4,2,3,Two Year,70,89,8620,0
43,40,2,Offer D,5,0,0,1,Month-to-Month,22,20.15,1182.04,0
58,50,1,None,3,2,0,2,Two Year,67,36.15,2434.45,0
42,40,0,Offer C,4,0,0,1,Month-to-Month,25,19.2,682.1,0
49,40,0,Offer D,3,0,0,1,Month-to-Month,20,19.25,1335.85,0
28,20,2,Offer E,4,1,1,2,Month-to-Month,2,61.2,190.07,0
36,30,0,None,4,0,0,1,Two Year,51,20.45,3461.58,0
27,20,2,None,3,2,0,2,Month-to-Month,46,35.05,1620.25,0
20,20,1,Offer D,3,0,0,3,Month-to-Month,13,44,1005.54,0
32,30,1,Offer C,5,1,0,3,One Year,26,50.35,1405.92,0
41,40,3,Offer D,3,0,0,1,Month-to-Month,19,20,835.45,0
21,20,0,None,3,3,2,3,Two Year,72,86.4,7164.15,0
60,60,0,Offer C,3,0,2,4,Month-to-Month,24,94.1,3162.93,0
29,20,0,None,5,3,2,4,Two Year,46,108.9,4946.3,0
52,50,0,Offer E,4,0,0,1,Month-to-Month,2,19.9,111.2,0
56,50,0,Offer C,4,2,1,2,Month-to-Month,31,66.4,2804.1,0
57,50,3,Offer D,4,2,2,4,Month-to-Month,16,100.7,1959.02,0
26,20,1,None,3,0,0,1,Two Year,52,25.6,2536.74,0
35,30,3,Offer D,4,0,0,1,Month-to-Month,13,19.85,774.6,0
34,30,0,Offer C,4,0,0,1,One Year,35,20.75,1942.95,0
36,30,0,None,3,1,2,4,Two Year,59,95.8,7451.41,0
39,30,0,None,3,1,2,4,Month-to-Month,72,94.65,9139.19,0
35,30,0,None,4,4,1,4,Two Year,49,106.65,7167.18,0
43,40,0,Offer E,3,0,0,3,Month-to-Month,2,45.85,116.54,0
47,40,0,Offer E,4,2,0,3,Month-to-Month,1,61.15,78.22,0
55,50,0,Offer E,3,2,0,4,Month-to-Month,6,78.95,672.07,0
35,30,3,None,3,3,2,4,One Year,49,109.2,5523.69,0
59,50,3,None,3,3,0,2,Two Year,56,61.3,4410.24,0
61,60,2,Offer E,5,3,0,1,Two Year,6,40.55,267.5,0
55,50,0,Offer C,4,0,0,1,One Year,32,19.8,1936.34,0
34,30,1,None,4,3,2,4,One Year,50,108.25,7510.4,0
33,30,2,None,5,2,2,4,One Year,58,105.05,7966.41,0
43,40,1,None,3,4,2,2,Two Year,65,90.45,7807.8,0
21,20,0,None,3,4,2,3,Two Year,64,86.4,5987.33,0
49,40,0,Offer A,4,3,0,3,Two Year,66,66.9,7370.65,0
59,50,0,Offer C,3,3,2,4,One Year,38,110.7,6027.64,0
21,20,0,Offer D,5,0,0,1,One Year,20,20,799.45,0
49,40,0,None,3,3,1,3,One Year,60,70.15,6557.5,0
50,50,3,Offer B,3,4,1,3,One Year,50,80.05,6501.2,0
57,50,0,Offer A,3,3,1,2,Two Year,72,49.2,3580.95,0
28,20,0,Offer B,5,0,0,1,Two Year,60,20.5,3076.2,0
40,40,0,Offer B,3,3,0,2,Two Year,46,38.25,1755.35,0
60,60,3,Offer A,4,2,2,1,Two Year,69,54.95,3772.5,0
49,40,3,Offer D,5,0,0,1,One Year,19,19.9,974.63,0
28,20,2,Offer A,3,0,0,1,Two Year,71,19.9,2852.09,0
62,60,0,Offer D,4,3,0,4,Month-to-Month,12,84.6,1427.9,0
54,50,0,Offer B,5,3,2,2,One Year,44,85.25,5985.23,0
51,50,2,Offer B,4,4,1,2,Two Year,56,81.25,6070.8,0
26,20,0,Offer A,3,4,2,4,Two Year,72,115.5,10063.79,0
28,20,0,Offer D,3,1,0,4,Month-to-Month,11,79,1039.96,0
31,30,0,Offer A,5,0,0,1,Two Year,72,20.8,3208.16,0
34,30,0,Offer B,5,2,0,3,Two Year,56,59.5,5380.05,0
20,20,0,Offer C,5,1,2,4,Month-to-Month,34,100.45,4614.51,0
22,20,0,Offer C,4,0,0,1,One Year,35,20.6,2224.7,0
24,20,0,Offer D,4,0,0,1,One Year,22,20.3,973.81,0
34,30,0,Offer E,3,3,0,1,One Year,9,39.55,373,0
56,50,0,Offer D,5,0,0,1,One Year,23,20.45,1543.01,0
47,40,0,Offer A,3,0,0,1,Two Year,68,25.25,3280.64,0
55,50,0,Offer C,5,0,2,4,Month-to-Month,33,91.25,3978.45,0
48,40,0,None,4,4,1,3,Month-to-Month,31,72.45,3434.38,0
42,40,0,Offer B,4,0,0,1,Two Year,56,19.7,2893.18,0
59,50,3,Offer A,4,4,1,3,One Year,66,75.1,6960,0
22,20,2,Offer A,4,0,0,1,Two Year,72,25,3109.78,0
49,40,2,Offer B,3,2,1,4,Month-to-Month,58,91.55,7874.57,0
51,50,0,None,3,0,1,2,Two Year,37,35.8,1416.9,0
25,20,0,Offer A,3,4,2,4,Two Year,71,113.15,10009.7,0
55,50,1,None,3,0,0,1,One Year,1,19.85,67.31,0
63,60,2,None,3,0,0,1,One Year,35,19.9,1514.05,0
62,60,3,None,3,0,0,1,One Year,6,19.7,359.23,0
47,40,1,Offer A,4,3,0,3,One Year,69,59.1,5133.82,0
21,20,0,Offer B,5,1,1,4,One Year,53,91.15,7248.04,0
58,50,0,None,3,0,0,4,Month-to-Month,5,68.95,444.75,0
21,20,1,None,3,1,0,3,Month-to-Month,2,51.55,143.42,0
62,60,1,Offer B,3,0,0,1,Two Year,62,24.4,2501.72,0
58,50,0,Offer D,5,1,2,4,Month-to-Month,19,96.8,1945.97,0
42,40,0,None,3,0,0,4,Month-to-Month,9,70.05,1091.75,0
29,20,0,Offer B,5,0,0,1,Two Year,53,19.5,2331.51,0
32,30,0,None,5,0,1,4,Month-to-Month,5,78.75,600.9,0
44,40,0,None,5,0,0,1,Month-to-Month,1,19.55,29.75,0
64,60,0,Offer A,5,2,2,4,Two Year,72,103.65,8417.44,0
36,30,0,None,4,2,0,2,Month-to-Month,4,54.7,262.13,0
35,30,0,Offer B,3,1,0,2,Two Year,59,54.15,6035.47,0
51,50,0,None,3,0,0,1,Month-to-Month,3,20,142.83,0
23,20,0,Offer B,3,2,2,4,One Year,49,99.25,6583.37,0
42,40,0,None,3,0,0,1,Month-to-Month,2,19.35,135.03,0
59,50,0,Offer B,4,1,2,4,One Year,55,94.75,6647.25,0
56,50,1,Offer A,4,4,2,4,Two Year,72,114.05,8707.52,0
46,40,1,Offer D,3,0,0,1,Month-to-Month,10,19.8,387.25,0
40,40,2,Offer A,4,4,1,2,Two Year,72,80.85,6534.59,0
55,50,0,None,5,2,0,2,Month-to-Month,28,54.65,2234.02,0
36,30,0,None,3,1,1,4,Month-to-Month,38,91.7,3962.03,0
25,20,0,Offer B,3,4,2,4,One Year,61,118.6,9731.28,0
34,30,1,Offer B,3,0,0,1,Two Year,52,24.55,2867.65,0
45,40,0,Offer A,4,0,0,1,One Year,67,19.45,1802.3,0
26,20,3,None,4,4,2,4,Two Year,34,116.15,4880.88,0
46,40,0,None,4,3,2,3,Two Year,54,80.6,6420.67,0
60,60,0,None,5,0,0,1,Month-to-Month,1,20.3,26.94,0
26,20,2,None,5,2,2,4,Month-to-Month,46,99.8,5196.71,0
27,20,2,None,3,3,1,3,One Year,55,75,6056.4,0
21,20,0,None,5,0,0,1,Month-to-Month,1,19.9,21.4,0
29,20,0,None,4,3,2,3,Two Year,58,84.3,6730.06,0
20,20,0,None,4,2,2,2,One Year,56,54.05,2999.8,0
43,40,3,Offer A,4,3,2,4,Two Year,72,104.9,8059.95,0
35,30,0,Offer D,4,0,1,4,Month-to-Month,22,83.05,2051.42,0
35,30,0,None,3,3,0,2,Month-to-Month,39,41.1,1597.05,0
47,40,0,None,3,0,0,3,Month-to-Month,12,45,957.67,0
48,40,0,None,4,2,2,3,Two Year,54,74.55,4957.17,0
28,20,0,None,4,3,0,2,One Year,18,40.2,801.95,0
47,40,0,None,4,3,1,3,One Year,32,70.5,3624.15,0
40,40,0,None,3,0,0,1,One Year,41,19.75,2342.81,0
60,60,2,None,5,0,0,1,Two Year,67,24.65,2585.92,0
48,40,0,None,3,2,2,4,Month-to-Month,65,104.25,9490.95,0
19,10,0,None,4,4,1,2,Month-to-Month,25,78.35,2539.15,0
50,50,0,None,4,3,2,4,One Year,67,109.7,8531.69,0
37,30,0,None,3,1,2,4,Month-to-Month,24,94.6,3136.59,0
29,20,1,None,3,0,0,1,Two Year,69,20.2,3001.45,0
28,20,3,None,3,0,0,1,One Year,37,20.3,1133.91,0
33,30,1,None,3,3,0,1,Two Year,20,39.4,825.4,0
54,50,0,None,3,0,0,4,Month-to-Month,7,69.15,636.49,0
50,50,0,None,5,1,2,1,One Year,41,51.35,2155.1,0
36,30,0,None,4,2,2,4,One Year,54,100.05,7150.23,0
59,50,0,None,4,3,1,4,One Year,53,94.45,6838.39,0
25,20,2,None,5,2,1,2,One Year,18,46.4,812.4,0
61,60,0,None,4,3,2,4,Two Year,64,104.05,6910.19,0
41,40,0,None,5,0,0,2,Month-to-Month,20,24.9,505.95,0
37,30,3,None,3,3,0,3,One Year,57,59.6,4408.75,0
58,50,3,None,3,3,0,2,Two Year,13,40.55,590.35,0
60,60,2,None,3,0,0,1,Two Year,57,20.75,2812.63,0
50,50,0,None,3,3,2,4,One Year,71,113.15,9881.61,0
56,50,2,Offer E,4,0,0,3,Month-to-Month,7,48.8,413.5,0
56,50,0,None,3,0,1,3,Month-to-Month,16,63.05,1760.73,0
21,20,0,None,5,1,2,4,Month-to-Month,34,100.85,4668,0
58,50,0,None,4,1,0,4,Month-to-Month,16,80.55,1795.78,0
39,30,3,None,4,3,0,2,One Year,48,64.4,4294.87,0
54,50,2,None,4,2,2,3,One Year,58,75.2,6351.1,0
36,30,0,None,4,3,2,3,Two Year,72,84.9,6161.78,0
51,50,0,None,5,0,0,1,Month-to-Month,7,19.3,196.19,0
52,50,0,None,3,4,1,3,One Year,30,74.65,2485.2,0
33,30,0,None,5,0,1,2,Month-to-Month,31,59.05,2773.12,0
32,30,0,None,3,0,0,1,Two Year,50,20.55,3413.15,0
31,30,0,None,3,1,0,4,Month-to-Month,28,76.55,2678.88,0
52,50,0,None,4,4,2,2,Two Year,66,62.5,4136.4,0
25,20,3,None,3,1,2,4,Month-to-Month,41,94.9,5618.79,0
29,20,0,Offer E,3,0,0,1,One Year,7,19.9,286.55,0
26,20,2,None,4,0,0,1,Month-to-Month,38,20.45,889.93,0
25,20,0,None,3,3,2,4,One Year,44,106.05,6197.32,0
58,50,1,None,3,4,2,4,One Year,47,113.45,5749.73,0
25,20,2,None,3,2,1,4,Month-to-Month,53,92.55,6068.94,0
49,40,0,Offer E,4,1,1,3,Month-to-Month,4,65.6,290.62,0
25,20,0,None,5,1,0,3,Month-to-Month,24,49.7,2096.12,0
59,50,2,None,4,1,0,1,Month-to-Month,15,30.2,469.65,0
45,40,0,None,4,2,0,3,Month-to-Month,24,56.35,2105.52,0
39,30,0,None,3,2,2,4,Month-to-Month,33,107.55,5285.27,0
48,40,3,Offer B,4,0,0,1,Two Year,58,19.85,1843.83,0
26,20,3,None,3,2,1,4,Two Year,72,95.9,7807.35,0
55,50,0,None,5,0,0,1,Two Year,71,23.85,3176.59,0
20,20,0,Offer B,3,4,2,2,Two Year,51,83.85,4658.49,0
24,20,3,None,3,4,1,2,Two Year,14,76.1,1569.02,0
61,60,3,None,3,3,1,3,Two Year,72,74.55,7003.13,0
53,50,1,None,4,1,1,2,Month-to-Month,22,39.2,899.9,0
45,40,0,Offer E,4,1,0,4,Month-to-Month,2,79.55,202.87,0
48,40,0,None,5,0,0,1,Month-to-Month,15,19.6,897.45,0
40,40,1,Offer B,4,0,0,1,Two Year,51,19.55,2563.71,0
47,40,0,None,3,3,0,2,Two Year,70,39.15,2692.75,0
45,40,2,None,3,0,0,1,Two Year,71,20.1,3592.73,0
35,30,3,None,3,1,2,4,Month-to-Month,39,99.95,4718.22,0
27,20,1,Offer B,3,2,0,3,Month-to-Month,61,59.8,5370.2,0
33,30,0,Offer B,3,1,0,3,Month-to-Month,52,49.75,4559.91,0
27,20,0,Offer B,3,3,2,4,One Year,64,108.5,7137.49,0
47,40,0,Offer B,5,3,0,2,Two Year,62,60.15,5842.6,0
64,60,0,None,4,0,0,1,Two Year,30,19.05,978.95,0
27,20,0,Offer E,5,0,0,2,Month-to-Month,1,44.55,67.59,0
59,50,0,None,5,2,2,4,Month-to-Month,15,103.45,1958.8,0
47,40,3,None,3,2,0,4,One Year,27,80.65,2633.92,0
31,30,3,Offer E,3,3,2,1,Month-to-Month,4,57.2,223.75,0
48,40,0,None,4,3,2,4,Two Year,72,110.75,10612.98,0
33,30,0,None,5,4,1,2,One Year,36,76.35,4221.67,0
24,20,0,Offer E,4,0,0,1,Month-to-Month,1,18.9,68.41,0
33,30,0,None,5,4,2,3,Two Year,71,84.4,6188.69,0
27,20,1,None,5,0,0,1,Month-to-Month,10,24.4,295.5,0
55,50,1,None,4,0,0,1,Two Year,20,20.05,477.4,0
57,50,0,Offer E,4,0,1,3,Month-to-Month,4,55.5,383.19,0
49,40,0,Offer E,3,2,2,4,Month-to-Month,2,100.2,253.62,0
30,30,0,None,3,0,0,1,Two Year,29,19.4,990.99,0
56,50,0,None,5,0,0,1,Month-to-Month,13,20.4,861.61,0
60,60,0,Offer B,3,2,1,4,Month-to-Month,59,94.75,6564.66,0
41,40,0,Offer D,3,0,0,3,Month-to-Month,18,44.35,1594.61,0
22,20,2,Offer D,3,2,2,3,Month-to-Month,17,74.55,1979.1,0
55,50,0,Offer B,4,2,2,3,Two Year,47,73.6,4187.23,0
51,50,2,Offer D,5,0,0,3,Month-to-Month,19,50.1,1210.38,0
27,20,0,Offer E,5,0,0,1,Month-to-Month,2,19.85,124.1,0
23,20,0,Offer E,4,0,0,1,One Year,7,24.35,150.85,0
49,40,0,Offer D,4,0,0,1,Month-to-Month,18,19.55,581.31,0
46,40,0,None,5,0,0,1,Two Year,71,25.05,5057.34,0
38,30,0,None,4,2,2,4,Two Year,72,103.75,8664.2,0
35,30,3,None,3,2,2,1,Two Year,66,56.75,3708.4,0
19,10,2,Offer C,5,0,0,1,One Year,24,20.8,1089.81,0
20,20,2,Offer B,3,0,0,1,Two Year,56,24.45,3151.53,0
27,20,0,Offer B,3,3,0,2,Month-to-Month,42,59.65,3463.91,0
28,20,3,None,3,3,2,2,Two Year,72,83.3,7885.26,0
47,40,0,Offer D,3,1,0,4,Month-to-Month,12,79.55,1221.41,0
24,20,0,None,3,0,0,1,Two Year,71,24.45,4116.96,0
42,40,0,Offer C,3,0,0,1,One Year,26,19.2,505.1,0
33,30,2,None,3,1,0,1,Month-to-Month,7,29.8,201.95,0
41,40,1,None,4,0,0,3,Month-to-Month,6,45.5,461.66,0
61,60,0,None,4,1,0,2,Month-to-Month,51,30.05,1529.45,0
32,30,1,None,3,4,2,2,Two Year,72,65.65,4724.5,0
56,50,0,None,4,3,1,3,Two Year,47,74.05,5642.79,0
44,40,2,Offer D,3,0,0,1,Two Year,16,19.7,415.79,0
60,60,0,None,5,1,0,3,Month-to-Month,6,49.5,473.26,0
19,10,1,None,3,2,1,2,Two Year,69,43.95,2960.1,0
41,40,0,None,4,3,2,4,Month-to-Month,64,111.15,7503.8,0
33,30,0,Offer C,3,0,0,1,Month-to-Month,25,20.6,875.5,0
43,40,0,None,5,0,0,1,Two Year,6,19.65,291.39,0
28,20,0,None,3,4,2,4,One Year,66,115.8,10830.97,0
60,60,0,None,4,3,2,3,Two Year,61,88.65,6515.63,0
25,20,0,Offer D,4,0,0,1,Month-to-Month,12,20.1,329.44,0
32,30,0,Offer C,5,1,1,2,Month-to-Month,34,65,3697.02,0
59,50,0,None,4,2,0,1,One Year,41,35.45,1391.65,0
53,50,1,None,3,0,0,1,Two Year,72,19.7,4838.68,0
53,50,0,None,5,0,0,1,Two Year,41,19.85,905.57,0
51,50,3,Offer D,4,1,0,4,One Year,23,81.85,1941.95,0
36,30,3,None,3,4,2,4,Two Year,71,109.3,9874.22,0
